artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Keith Sweat,69QIVIjPMnI1ABLBqh9P1b,Twisted,0.393,0.615,260667,0.514,0.0,11,0.248,-9.759,1,0.0466,175.849,4,0.822,68
No Mercy,37tzoWY1ubBQKGXiWdO5Qv,Where Do You Go,0.0346,0.734,272093,0.828,0.118,10,0.071,-11.018,0,0.0318,127.06,4,0.964,68
Underworld,7xQYVjs4wZNdCwO0EeAWMC,Born Slippy (Nuxx),0.00106,0.576,456480,0.953,0.49,10,0.474,-8.968,1,0.0362,140.042,4,0.303,68
OMC,46q5BtHso0ECuTKeq70ZhW,How Bizarre,0.247,0.772,225700,0.705,0.0,0,0.23,-6.255,1,0.0411,124.908,4,0.834,68
Spice Girls,1yTQ39my3MoNROlFw3RDNy,Say You'll Be There,0.0149,0.726,235973,0.679,1.49e-06,1,0.0837,-6.219,1,0.0473,107.02,4,0.751,67
Eric Clapton,5Ds0VGkTSQ1jf4KzLUpZPb,Change the World,0.491,0.721,234867,0.558,0.00538,9,0.181,-8.8,1,0.0246,96.895,4,0.542,66
2Pac,7sKt5Y2zJpYw78iAxndB8y,Only God Can Judge Me (ft. Rappin' 4-Tay),0.00127,0.802,296907,0.787,0.000181,11,0.0763,-6.009,0,0.206,90.189,4,0.806,67
George Michael,6SaeXxdt0Id6ZzmX0ZGTQK,"Fastlove, Pt. 1",0.052,0.735,324667,0.64,0.00102,10,0.345,-7.522,0,0.072,104.444,4,0.551,66
Barbra Streisand,2WthqeuPLwn0CHwCMrlt6L,I Finally Found Someone (feat. Bryan Adams),0.677,0.568,221973,0.224,0.0,6,0.127,-15.069,1,0.0296,138.964,4,0.0709,65
Mazzy Star,010ALbbh5KlQ4fKWgSdhRd,Look On Down From The Bridge,0.642,0.37,287893,0.0772,0.69,0,0.112,-19.322,1,0.0414,119.942,4,0.0954,65
Sheryl Crow,5XrfFo0JFOnWD9ZMNXGkQh,If It Makes You Happy,0.0482,0.543,323400,0.681,8.43e-05,7,0.104,-7.091,1,0.0289,95.415,4,0.292,65
Jewel,7y7aSSTiQfO0Ace4F7yxzE,You Were Meant For Me,0.791,0.582,254480,0.33,1.48e-06,6,0.105,-7.928,1,0.0347,111.873,4,0.407,64
The Cranberries,3EXrtClWmgsM7dw75Mw2M1,When You're Gone,0.351,0.454,296200,0.524,4.32e-05,3,0.0691,-7.128,1,0.0267,186.762,3,0.348,64
Ginuwine,5FR54UnizyI8pE5E9Zb0Dt,Pony,0.0068,0.544,324800,0.648,0.000919,8,0.503,-8.079,0,0.29,142.026,4,0.956,63
Spice Girls,36AWdhZIGLUTkWpJDhe7va,2 Become 1,0.326,0.646,241027,0.665,1.97e-05,6,0.238,-7.878,1,0.0268,143.966,4,0.7,67
LL COOL J,4WMBl2wiGUSGa5C7tfQEAo,Doin' It,0.365,0.801,293933,0.55,0.0234,10,0.117,-11.044,0,0.209,94.994,4,0.609,63
Blackstreet,13oGc1Mi9niBlo5eTmgGMa,We Gonna Take U Back (Lude) / Don't Leave Me,0.0778,0.794,317160,0.589,0.0,2,0.249,-4.48,0,0.0395,81.821,4,0.672,62
Fugees,5bUVHuzQh5mkvMPjUU074i,"No Woman, No Cry",0.0134,0.846,273093,0.326,3.97e-05,0,0.28,-13.909,1,0.152,88.988,4,0.367,62
Los Del Rio,7obdw7ZGr6l1GqSBkFiY11,Macarena - Bayside Boys Remix,0.249,0.741,251797,0.868,2.19e-06,1,0.0945,-8.589,1,0.0527,103.201,4,0.947,62
D'Angelo,7AjfklMN4WpQYz5FkT4E66,Lady,0.14,0.815,346267,0.364,0.0255,8,0.121,-11.834,0,0.089,84.898,4,0.723,62
Soundgarden,1iArQTuOzxvrtniGmkyy92,Burden In My Hand,0.00534,0.319,290107,0.803,0.0126,10,0.177,-8.928,1,0.0394,183.031,4,0.589,62
George Michael,2SzCxX6M6vDwdEwnHDiTaY,Jesus to a Child,0.314,0.534,411147,0.415,0.000365,1,0.0847,-11.781,0,0.0278,173.561,4,0.188,61
Toni Braxton,5bJ796cOnGBzSN5bm4mwMj,You're Makin' Me High,0.0118,0.853,267440,0.563,2.12e-05,10,0.119,-8.663,0,0.0379,92.112,4,0.893,61
Alanis Morissette,4l7YIni9bAiGwWMqK5wvgV,You Learn - 2015 Remaster,0.00415,0.401,239640,0.706,0.0,8,0.0916,-7.554,1,0.0404,168.669,4,0.458,61
LL COOL J,5wG7d4cNogw0ETKaICPEYA,Hey Lover,0.339,0.707,284693,0.427,0.0,5,0.105,-12.216,0,0.0698,88.08,4,0.541,61
Underworld,3bUNyRrTFJDd4mqvUcb1Aa,Born Slippy (Nuxx) - Radio Edit,0.00107,0.542,264187,0.966,0.128,10,0.0984,-8.255,1,0.0421,140.071,4,0.351,60
Duncan Sheik,75HZ6Wxnw8xbgz6HU9kKCS,Barely Breathing,0.0281,0.482,254547,0.807,0.0,0,0.177,-6.976,1,0.0457,187.918,4,0.516,60
Take That,0pO9wem4wi61QD2PWFpIJQ,How Deep Is Your Love,0.698,0.785,220813,0.451,0.000521,4,0.176,-11.731,1,0.0258,99.995,4,0.414,60
Faithless,07sxccsfOMu3ZiNG31pn4d,Insomnia - Radio Edit,0.0602,0.714,215640,0.938,0.265,8,0.379,-7.305,1,0.0369,126.822,4,0.53,60
Bloodhound Gang,7FkyQsWH9mmxoYLCNj4f8y,Fire Water Burn,0.0682,0.687,291800,0.565,0.599,7,0.101,-9.613,1,0.0316,97.084,4,0.613,60
Gin Blossoms,5TKuf1mxDlHdXcvdIDViUR,Til I Hear It From You,0.08,0.578,232467,0.764,0.0,9,0.291,-7.997,1,0.0294,124.417,4,0.722,59
Rakim,5czjjnbTatyFal33a9h1aN,Guess Who's Back,0.0153,0.796,250907,0.798,0.0,6,0.106,-7.456,0,0.262,94.016,4,0.692,58
Joan Osborne,39aRmixB9qNtCU2t8BmsC1,One Of Us - Short Version,0.00871,0.469,302787,0.561,5.05e-06,9,0.337,-7.596,1,0.0251,87.629,4,0.356,58
Jamiroquai,2Bxt2qamL6iu0XN0Td484J,Virtual Insanity - Remastered 2013,0.171,0.618,340907,0.893,3.17e-05,6,0.285,-6.475,1,0.109,91.972,4,0.515,58
The Beautiful South,7BZLNqU7zChzcnSo6ETJ5l,Rotterdam (Or Anywhere),0.327,0.724,215893,0.585,2.38e-06,0,0.139,-7.68,1,0.0312,108.114,4,0.525,58
Eels,2fKdsBazcOLLIzDiZUQCih,Novocaine For The Soul,0.000578,0.408,188693,0.717,0.0599,6,0.0827,-7.75,1,0.0393,169.213,4,0.313,57
Babybird,5IaJ6YghsvtGBDyF7H6vkU,You're Gorgeous,0.247,0.576,222440,0.687,0.0,5,0.359,-7.434,1,0.0341,123.614,4,0.278,57
Ricky Martin,4bNqBlJkoueiFla9YsyNg9,María - Pablo Flores Spanglish Radio Edit,0.00365,0.707,271267,0.921,2.16e-06,9,0.0362,-7.384,0,0.0819,126.869,4,0.685,57
Gin Blossoms,5f2wSctNJlAOUAaRxQAcoM,Follow You Down - Edit,0.0121,0.49,227707,0.883,0.0,4,0.0635,-8.736,0,0.0423,155.832,4,0.684,58
The Tony Rich Project,2PsHIonOTmX6bSrzIJSjyS,Nobody Knows,0.509,0.64,306933,0.433,5.16e-06,5,0.103,-9.432,1,0.0375,176.088,4,0.25,57
Monica,7EKvTUo567BRNzZ37clvlf,Why I Love You So Much,0.0158,0.721,270267,0.398,3.54e-05,11,0.0586,-8.932,0,0.0449,151.823,4,0.578,57
Westside Connection,667CkwNvTozFtCMDC7BfBU,Bow Down,0.00818,0.896,207840,0.541,0.0,9,0.278,-8.253,1,0.281,92.899,4,0.481,56
Dru Hill,2tR3FMUgtCTWheiDNnLtMP,In My Bed - So So Def Mix,0.0376,0.873,242293,0.59,0.0,1,0.0666,-10.046,1,0.151,95.066,4,0.809,56
Sheryl Crow,0t6DAi9KEiaWOtgTTXGhD2,Everyday Is A Winding Road,0.0419,0.629,256000,0.673,3.64e-05,6,0.1,-8.285,1,0.0406,112.955,4,0.717,56
Robert Miles,033uNwmVzZvXm00CUPBnA0,One & One (feat. Maria Nayler),0.0534,0.65,239627,0.702,0.00121,2,0.0496,-9.085,0,0.0295,120.057,4,0.775,55
112,7jg3Irt0hqnss3HvaPP2D2,Only You (feat. The Notorious B.I.G.) - Radio Mix,0.145,0.778,260427,0.644,0.0,8,0.112,-7.6,1,0.0532,96.025,4,0.846,55
Manic Street Preachers,0uJyE3M3ecGZgzltsQKs3a,A Design for Life - Remastered,0.000811,0.184,257640,0.841,4.47e-05,0,0.0422,-4.723,1,0.0468,88.224,4,0.349,54
Kula Shaker,22WUPpOkcQGwQU6hK1liXR,Hush,0.000385,0.478,174787,0.83,0.0,8,0.0973,-6.902,1,0.0402,117.882,4,0.759,54
Céline Dion,7KWMxUH7lORLTob6aMpXBU,Falling Into You,0.382,0.371,258240,0.505,0.0,2,0.115,-9.052,0,0.0314,193.246,4,0.564,53
Dodgy,3uvTySdxejOSPEACJsajdW,Good Enough,0.00111,0.578,241307,0.967,0.000569,0,0.34,-6.02,1,0.0604,111.735,4,0.736,53
DJ Quicksilver,2jBsr5rb8anJ7z4jjbh0bC,Bellissima - Radio Edit,0.0023,0.786,194560,0.993,0.748,3,0.0721,-7.398,1,0.0337,136.012,4,0.613,53
Whigfield,0eJle2gkR9YlGECb4QV4ZA,Sexy Eyes,0.000256,0.695,238185,0.765,0.578,11,0.409,-10.588,1,0.0305,131.201,4,0.854,53
Boyzone,2dNjHVd9urrtILcZBK70r1,Words,0.0265,0.391,241720,0.501,8.29e-06,9,0.0912,-9.689,1,0.0283,163.977,4,0.204,53
New Edition,0yNCFwihschpOwSgK31f2O,Hit Me Off,0.185,0.72,261400,0.719,0.000128,7,0.522,-4.571,0,0.0882,88.987,4,0.899,52
Brandy,4330XmgVWlx98Y3Naswycg,Sittin' Up In My Room - from Waiting to Exhale - Original Soundtrack,0.245,0.796,292067,0.515,0.00196,8,0.0515,-8.083,0,0.0276,93.278,4,0.9,52
The Prodigy,1auX4gkGe7hbrOH0BXdpV4,Firestarter,0.00335,0.545,279800,0.948,0.364,11,0.226,-5.098,1,0.0779,141.507,4,0.355,52
MC Lyte,1iVdwLsbPsKnqUoZOWlEqv,Cold Rock a Party,0.192,0.896,247307,0.744,1.19e-06,11,0.108,-5.239,0,0.246,92.91,4,0.744,52
Bryan Adams,3wgNhWuV5gkcEkTgMBNcoA,Let's Make A Night To Remember,0.205,0.469,378907,0.621,0.000776,0,0.135,-6.763,1,0.0253,175.906,4,0.395,52
Livin' Joy,5cIU5GZBbyMfgfXGcoQVYc,Don't Stop Movin' - Radio Mix,0.0287,0.704,215227,0.722,0.00341,2,0.297,-10.815,0,0.0446,129.992,4,0.859,50
Babylon Zoo,0uQcP7QVoLvaFsORsdrgNh,Spaceman,0.0161,0.46,242493,0.873,4.27e-05,0,0.255,-7.96,1,0.0602,146.247,4,0.485,50
Backstreet Boys,2rtDTRFjBoqyj2rgi5mOAF,We've Got It Goin' On - Radio Edit,0.0851,0.758,219467,0.875,0.0,3,0.227,-4.518,0,0.0363,112.966,4,0.91,49
Maxi Priest,2NFTEx9YLvWs4fWgKD0mZ9,That Girl,0.059,0.68,240893,0.685,0.0,5,0.318,-7.343,0,0.142,138.716,4,0.619,47
Gary Barlow,5f7Fxt92gU2yl0NLIotiQZ,Forever Love,0.868,0.584,290960,0.137,0.00283,7,0.133,-16.267,1,0.0266,90.015,4,0.14,47
East 17,6fj5hbo327dvmHth4fAs5R,"If You Ever (feat. Gabrielle) - Smoove Mix 7""",0.146,0.549,255120,0.807,0.0,0,0.342,-5.125,0,0.0352,140.036,4,0.61,46
Bryan Adams,4XcNoJ4W4Qa4uuqxa2KRsm,The Only Thing That Looks Good On Me Is You,0.0532,0.639,217267,0.933,0.0,7,0.457,-4.449,1,0.0366,118.893,4,0.96,50
GABRIELLE,5ehbPkCzFicRj4tcaCOZsW,Give Me A Little More Time,0.0884,0.61,294507,0.619,0.0084,10,0.0672,-7.341,1,0.0232,92.32,4,0.564,45
Coolio,1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,0.0655,0.647,240693,0.514,0.0,8,0.398,-10.05,1,0.0593,79.975,4,0.386,86
Oasis,7ygpwy2qP3NbrxVkHvUhXY,Wonderwall - Remastered,0.000509,0.375,258773,0.893,0.0,2,0.187,-4.097,1,0.0406,174.323,4,0.434,79
The Offspring,1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,0.0204,0.488,257827,0.862,0.0,0,0.359,-7.595,1,0.0476,104.56,4,0.706,78
TLC,6qspW4YKycviDFjHBOaqUY,Waterfalls,0.311,0.769,279507,0.505,7.49e-05,1,0.0777,-7.345,1,0.0829,171.804,4,0.757,75
Deep Blue Something,1uzWOoJdADfstQuFtQFTUn,Breakfast At Tiffany's,0.11,0.622,257373,0.829,0.0,2,0.0954,-5.548,1,0.029,110.367,4,0.539,72
Take That,6vcdzohhBSbNdsZBh5IRpQ,Back for Good - Radio Mix,0.31,0.601,242267,0.504,0.0,5,0.137,-9.761,1,0.0284,78.986,4,0.564,73
The Notorious B.I.G.,2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,0.43,0.78,252747,0.575,0.0,9,0.143,-7.247,0,0.273,84.492,4,0.773,81
Mariah Carey,6xkryXuiZU360Lngd4sx13,Fantasy,0.139,0.669,243493,0.727,0.0,7,0.123,-7.588,1,0.0353,102.322,4,0.807,79
No Doubt,5lWRaa0fBxDE5yU91npPq7,Just A Girl,0.0662,0.638,209200,0.906,6.88e-05,2,0.142,-4.824,1,0.0504,107.991,4,0.767,76
Supergrass,5CQvKyzkWI7TnUu2oB9QZ0,Alright,0.000479,0.467,180880,0.958,0.199,4,0.299,-4.808,0,0.0775,145.92,4,0.701,76
Luniz,4IYKjN1DrYzxKXt0umJqsG,I Got 5 On It,0.209,0.6,253533,0.706,0.0,10,0.125,-7.899,0,0.361,173.926,4,0.58,76
The Smashing Pumpkins,6GtX0jaNL8IjVQfrDBx81z,Bullet With Butterfly Wings - Remastered 2012,5.59e-05,0.404,258467,0.72,0.836,10,0.0466,-9.18,0,0.0623,121.864,4,0.475,75
Tracy Chapman,4vDBJeeQCbhP9FaPPMsYkY,Give Me One Reason,0.602,0.608,268333,0.419,7.58e-06,11,0.108,-10.016,1,0.0331,100.22,4,0.602,74
Shaggy,4fxF8ljwryMZX5c9EKrLFE,Boombastic,0.242,0.867,249933,0.538,1.75e-05,2,0.316,-16.183,1,0.361,158.328,4,0.781,72
Scatman John,623rRTKwGmgjH6sjE9uWLh,Scatman (ski-ba-bop-ba-dop-bop),0.0662,0.65,215973,0.82,0.00272,5,0.215,-10.9,0,0.0356,135.982,4,0.757,72
2Pac,6tDxrq4FxEL2q15y37tXT9,Dear Mama,0.371,0.773,280000,0.54,0.0,6,0.131,-7.123,1,0.103,84.115,4,0.322,71
Hootie & The Blowfish,1OFKUn2VLafrHj7ybnap0Q,Only Wanna Be With You,0.107,0.49,229587,0.873,5.19e-06,6,0.118,-5.861,1,0.0355,103.272,4,0.513,70
Pulp,2fXKyAyPrEa24c6PJyqznF,Common People - Full Length Version,0.0057,0.314,351627,0.797,5.59e-05,0,0.0718,-9.026,1,0.038,145.393,4,0.569,69
The Rembrandts,15tHagkk8z306XkyOHqiip,"I'll Be There for You - Theme From ""Friends""",0.0717,0.32,188360,0.917,0.0,9,0.169,-5.903,1,0.0771,190.757,4,0.715,69
Michael Jackson,3AoeaZs8dFemFJr3JdzOL0,You Are Not Alone,0.639,0.651,345600,0.402,7.73e-05,11,0.0765,-9.303,1,0.028,119.873,4,0.258,69
La Bouche,3vSn1frPgFcRXrjWOfhMLl,Be My Lover,0.00283,0.658,240867,0.963,2.38e-06,1,0.951,-3.283,0,0.0326,134.798,4,0.793,69
Soul For Real,4j1Bk0BEIGCF9hR7cSwl9d,Candy Rain,0.00389,0.59,276067,0.699,4.69e-05,11,0.0577,-7.529,0,0.079,188.268,4,0.63,69
TLC,1aWV3uY3SIEZVbmv45oFWS,Creep,0.0193,0.811,268533,0.458,1.41e-06,5,0.0526,-9.688,0,0.0402,92.94,4,0.797,68
Rusted Root,6hs3SDnbO3f6VQuPO4KBEb,Send Me on My Way,0.114,0.5,263333,0.681,4.01e-05,0,0.139,-9.556,1,0.0672,119.46,4,0.745,68
Michael Jackson,4GCGH6TJ69neckwITeBFXK,Earth Song,0.482,0.501,406040,0.439,0.000117,3,0.087,-7.521,0,0.0313,138.377,4,0.145,68
Nightcrawlers,1EWsVHU4FNAdtN4R8FETag,Push The Feeling On - Mk Dub Revisited Edit,0.028,0.793,243160,0.5,1.96e-05,6,0.186,-13.108,0,0.0319,123.017,4,0.833,68
Bone Thugs-N-Harmony,1dF5Y2dd7Wm4wZKvVjWBpr,1st of Tha Month,0.0777,0.729,314680,0.581,3.81e-06,5,0.696,-8.235,0,0.18,74.038,4,0.508,68
The Smashing Pumpkins,7bu0znpSbTks0O6I98ij0W,"Tonight, Tonight - Remastered 2012",6.28e-05,0.277,254627,0.67,0.751,6,0.237,-9.381,1,0.0376,148.342,4,0.217,67
Edwyn Collins,0MteK167vtyb6hoJNC3Uz3,A Girl Like You,0.0245,0.619,236583,0.781,0.000293,5,0.402,-7.456,0,0.0393,126.266,4,0.533,67
The Pharcyde,0XgpiStoxq1IJncYlPrvZ5,Runnin',0.0287,0.754,296267,0.785,0.00144,10,0.319,-8.178,0,0.18,94.123,4,0.821,67
Des'ree,6CU0zWIWVTEnmWpSjVHM93,You Gotta Be,0.211,0.623,245200,0.669,3.2e-06,0,0.111,-9.985,1,0.0412,94.028,4,0.492,67
Groove Theory,2lp8xjq0WTm3HZKHuDEweg,Tell Me,0.035,0.8,236067,0.362,3.99e-06,6,0.0667,-10.849,0,0.0634,93.059,4,0.888,66
MoKenStef,47t8t4OPGwiIC9JHLbFZ7c,He's Mine,0.075,0.63,254107,0.525,0.0731,11,0.115,-8.693,1,0.0321,64.982,4,0.381,66
Marilyn Manson,3D0bXrSv7O73vOaGOG8J9c,Sweet Dreams (Are Made Of This),0.0039,0.222,293293,0.664,0.65,0,0.239,-5.242,0,0.0379,186.044,4,0.101,66
Naughty By Nature,4dbZObCjUs95HtmEHfKbnU,Feel Me Flow,0.098,0.817,212760,0.817,1.61e-06,8,0.0798,-4.911,0,0.135,90.194,4,0.854,66
Dr. Dre,7jIujRjK5JKNrMCcAvYUTN,Keep Their Heads Ringin',0.0379,0.672,305573,0.777,0.00141,9,0.159,-4.238,0,0.0956,90.575,4,0.238,66
2Pac,0NzNKU2MJ9LCetT2uZMJH2,So Many Tears,0.0184,0.899,239227,0.6,1.68e-05,1,0.0725,-7.451,1,0.154,92.717,4,0.586,66
Bruce Springsteen,68uuz61IqrSJjO6ffO3yHc,Secret Garden,0.576,0.52,266613,0.329,0.0418,0,0.12,-14.224,1,0.0266,86.857,4,0.118,66
Skee-Lo,0QMHVTnrFTQJoaqmkdsKhT,I Wish - Radio Edit,0.00826,0.715,252307,0.738,0.0,7,0.26,-10.139,1,0.157,97.877,4,0.573,65
GZA,7bp5DfkdK1OAvNJ1U4HfDA,Shadowboxin',0.00704,0.704,209973,0.642,1.43e-06,1,0.161,-10.11,1,0.39,92.09,4,0.72,65
Blues Traveler,500Tkm3vJmVtdUwdCVxCTb,Run-Around,0.0865,0.629,279800,0.867,0.0,7,0.126,-7.307,1,0.0603,151.695,4,0.876,65
Collective Soul,1HSVpIU0XU1WuwiBLBWAZd,The World I Know,0.0508,0.514,255467,0.704,0.00214,2,0.228,-4.724,1,0.0261,76.972,4,0.386,65
No Doubt,4ZD6SiaJi75smnel0d7jl3,Spiderwebs,0.0376,0.49,266760,0.852,2.21e-06,10,0.126,-7.192,1,0.0502,143.248,4,0.663,64
Pulp,2aC8wwfrM0YeTAzzk8hxqC,Disco 2000,0.0132,0.565,273573,0.902,0.0,7,0.0561,-7.579,0,0.0725,133.11,4,0.544,64
Annie Lennox,2Pn5gvVioma5LHPxgEBBmD,"No More ""I Love You's""",0.517,0.372,291333,0.57,2.57e-06,3,0.141,-7.305,1,0.0305,179.907,4,0.234,64
2Pac,76wJIkA63AgwA92hUhpE2V,Me Against The World,0.0248,0.791,279133,0.804,0.0301,6,0.48,-3.865,1,0.221,91.938,4,0.765,63
Bon Jovi,0ZLBD6hHGN9LYOtNlu2n8e,This Ain't A Love Song,0.0932,0.348,306240,0.635,0.0,4,0.126,-6.836,1,0.0386,87.974,3,0.144,62
Collective Soul,7GNLvWRG9itrCk0zarYKmQ,December,0.589,0.683,285000,0.645,0.00432,0,0.18,-5.707,1,0.0272,121.995,4,0.366,63
Blues Traveler,27IRo2rYeizhRMDaNVplNM,Hook,0.0369,0.562,289200,0.742,1.47e-06,9,0.102,-6.355,1,0.0346,165.6,4,0.793,62
Method Man,6C3yPXYG2NJYlIYVe5J7hv,I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,0.151,0.722,309947,0.745,6.26e-06,4,0.337,-6.059,0,0.0536,95.021,4,0.607,61
Everything But The Girl,1waLmkUyMq0M5ACmf5SG7q,Missing - Todd Terry Remix,0.0249,0.723,236293,0.721,0.0108,9,0.0545,-9.389,0,0.0301,123.488,4,0.646,61
Del Amitri,7LF0YY1gON8rBECsyEs0Wb,Roll To Me,0.418,0.567,132307,0.821,0.0,6,0.108,-5.894,1,0.0371,150.106,4,0.895,61
Jewel,0OH8dSQmKm2zjhqRPYsk1h,Who Will Save Your Soul,0.7,0.686,239293,0.468,0.00101,7,0.13,-9.712,1,0.042,126.172,4,0.753,61
All-4-One,70d8omRI2p7qesFOiy55Ro,I Can Love You Like That,0.0811,0.635,257960,0.712,0.0,8,0.322,-4.998,1,0.0283,91.024,4,0.423,61
Total,0coGyBNQcxxqkOOT2UhT4v,Can't You See,0.165,0.744,281880,0.574,1.24e-05,8,0.295,-9.445,0,0.0655,86.278,4,0.805,61
Boyzone,2GBoo6ufWtMy1s6lqgbjJ8,Love Me For A Reason,0.063,0.431,218133,0.721,0.0,9,0.12,-10.123,1,0.0528,156.12,4,0.668,61
Michael Jackson,4LD5dhQ3kqpqe14sGPDtBC,Scream,0.0745,0.805,278293,0.942,1.46e-05,0,0.415,-6.584,1,0.0905,106.525,4,0.608,61
Sheryl Crow,25IRjWUZ60n7KXxcB4DiX9,Strong Enough,0.796,0.58,189827,0.265,0.00019,2,0.11,-15.267,1,0.0317,154.595,3,0.583,61
Diana King,3ldG6XCLDXxWg1N6XhrSKo,Shy Guy,0.0128,0.714,258560,0.825,0.000569,11,0.049,-5.447,0,0.0751,94.074,4,0.751,61
Adina Howard,6Vas6h9lB5mmeVDXdFqlQA,Freak Like Me,0.0262,0.655,253613,0.837,5.85e-06,11,0.0454,-6.04,0,0.0723,91.014,4,0.66,60
No Doubt,6yCjhDzcVIfxvTjBKhhn7P,Sunday Morning,0.0118,0.581,273067,0.806,8.84e-06,4,0.124,-5.44,1,0.0309,157.129,4,0.779,60
Soul For Real,5u3rsmRYRSKJpFHXPT4p07,Every Little Thing I Do,0.00561,0.713,260067,0.378,0.00186,7,0.0845,-9.04,0,0.0298,99.055,4,0.291,60
D'Angelo,7rt0kEDWRg3pgTZJKuszoE,Brown Sugar,0.53,0.718,262893,0.486,0.0342,9,0.102,-8.342,1,0.168,83.077,4,0.589,60
Blackstreet,2rkVoKVEMuct8SmEIGKzBw,Before I Let You Go,0.325,0.67,299800,0.468,0.0,1,0.0516,-6.725,0,0.0328,140.069,4,0.486,60
Shaggy,726KAdf3k8Ce8W95O38XNI,In The Summertime,0.253,0.734,238360,0.684,0.0,1,0.0497,-13.822,1,0.227,173.607,4,0.962,60
Blur,6L4fEE9awoUnSEy1bmQebb,Country House - 2012 Remaster,0.205,0.331,236960,0.885,0.0,9,0.123,-6.606,1,0.0923,175.293,4,0.589,60
Livin' Joy,6wetvpPWooBdmAEOKnDhpo,Dreamer - Janice Robinson Vocal,0.0131,0.74,223535,0.762,0.0,5,0.283,-7.166,0,0.0418,127.372,4,0.832,59
Jodeci,43sNw9nvGYGLYnNiwI8oMZ,Freek'n You,0.0682,0.709,379240,0.52,0.0,5,0.0629,-9.365,0,0.0301,134.173,4,0.453,59
Montell Jordan,1poBO3pO6fkqPYG6n8J5cX,This Is How We Do It,0.042,0.775,277293,0.606,0.0,0,0.523,-9.86,1,0.12,103.648,4,0.788,59
Monica,0JCAezTC5IlK1a9o0YBEsD,Don't Take It Personal (Just One of Dem Days),0.00864,0.731,258467,0.355,5.14e-05,8,0.0579,-12.741,1,0.0603,175.72,4,0.529,58
2Pac,1PU3Hy2uNXmWGDe9gh4Ukb,Temptations,0.135,0.782,300573,0.665,3.15e-06,1,0.438,-7.211,1,0.0754,90.709,4,0.707,58
Lighthouse Family,1HdoZ6Ql7nx5HfQrlVYtoM,Lifted,0.0269,0.608,271867,0.816,0.000618,9,0.0539,-9.19,0,0.0345,96.792,4,0.858,57
Boyz II Men,7MYmo0JJJDmu4MZTSAF9y3,On Bended Knee,0.413,0.631,329800,0.516,0.0,8,0.115,-8.225,1,0.0353,116.654,4,0.18,57
TLC,6dW75XbJ1WAMljOXWjTK46,Red Light Special,0.205,0.52,303960,0.449,0.000687,5,0.191,-8.957,0,0.0331,189.243,3,0.364,57
Bobby Brown,1gsnWXeNlbfoHpaGRi4oQ0,Two Can Play That Game - Radio Edit,0.0104,0.609,211800,0.905,0.0,0,0.409,-6.792,0,0.0307,121.434,4,0.878,57
Oasis,3czgcbI4YZ4Gg29DOYFAnd,Roll With It - Remastered,0.0298,0.223,240093,0.985,0.000424,9,0.11,-1.909,0,0.0957,126.612,4,0.139,57
2Pac,4GGbJ60q5HIN8wKOp9Xabz,Old School,0.0886,0.781,279200,0.86,0.00381,8,0.379,-2.421,0,0.294,90.868,4,0.623,58
Monica,6xrvubhznLOcEO3AM6XBN2,Before You Walk Out of My Life,0.227,0.555,292800,0.41,0.0,6,0.13,-8.308,1,0.0431,169.804,4,0.433,57
TLC,2W2vmNmTLERMWT9XBxm35E,Diggin' On You,0.0235,0.719,254560,0.631,0.702,6,0.0686,-7.411,1,0.0451,80.127,4,0.456,57
East 17,4wYCe9tSmUolNU4WmJKbZy,Stay Another Day,0.578,0.524,267133,0.489,0.000624,2,0.186,-7.828,1,0.0274,127.768,4,0.443,56
Simply Red,3lghqWELEWj9yEPvme7c4W,Fairground,0.208,0.718,333333,0.731,0.2,6,0.083,-6.454,1,0.042,122.839,4,0.619,56
Strike,5TdsylMARn0PxbHqrmmJoS,"U Sure Do (Strike 7"" Mix)",0.0189,0.683,229172,0.93,0.38,3,0.344,-7.878,0,0.0499,127.969,4,0.826,56
Whitney Houston,1X3ypzPnyerpZuMqrDFK29,"Exhale (Shoop Shoop) - from ""Waiting to Exhale"" - Original Soundtrack",0.401,0.661,204333,0.394,0.0,1,0.119,-9.032,1,0.0318,137.954,4,0.107,56
Boyzone,0zyHakmAg2HQaFjCyMgiOZ,Father And Son,0.324,0.522,166760,0.319,0.0,3,0.15,-12.802,1,0.0274,146.036,4,0.153,55
Boyz II Men,7yhmvQh1JOzbNiNFQo4Tfc,Water Runs Dry,0.475,0.589,201400,0.368,0.0,0,0.108,-12.979,1,0.0264,89.626,4,0.523,55
The Bucketheads,4OIMUs3KgUh77mjzJ8I5f9,The Bomb! (These Sound Fall into My Mind) - Radio Edit,0.0119,0.781,203827,0.881,0.389,9,0.0797,-3.804,0,0.0423,125.935,4,0.868,55
Real McCoy,0ibYVniVLMJWvc3eNfYk8T,Run Away,0.000683,0.721,244133,0.924,0.00382,1,0.0817,-8.282,1,0.0396,130.947,4,0.694,54
